name,category_code,status,funding_total_usd
Teraco Data Environments,network_hosting,operating,6030000
Invodo,public_relations,operating,6000000
mSpot,,acquired,2330000
TrustAlert,software,operating,2826000
LogicTree,transportation,operating,6836855
Apperian,mobile,operating,28000000
Tangler,web,closed,1500000
ReCoTech,software,operating,713450
GÃ©nie NumÃ©rique,consulting,operating,600000
NXVISION,photo_video,closed,2299586
Partigi,games_video,operating,132750
ApeSoft,software,operating,3800000
Bionomics,biotech,operating,20469183
BonitaSoft,software,operating,27000000
Hybrigenics,biotech,operating,7320000
I-Tooling Manufacturing Group,manufacturing,operating,2930000
Cell Medica,biotech,operating,39619459
PharmAbcine,biotech,operating,6000000
Advanced Cell Diagnostics,biotech,operating,17400000
Protagen,software,operating,23728080
ICAgen,biotech,acquired,5000000
Profectus Biosciences,biotech,operating,24841206
CEL-SCI,biotech,operating,4400000
Nile Therapeutics,biotech,operating,5900000
American Stem Cell,biotech,operating,2500000
Biosyntech,biotech,closed,1400000
Cognition Therapeutics,biotech,operating,10793594
Femta Pharmaceuticals,biotech,closed,23000000
Hollison Technologies,hospitality,operating,250000
Clash Media Advertising,advertising,operating,8684459
MedVentive,software,operating,28400000
Helicon Therapeutics,biotech,operating,50000000
Monitor110,web,closed,25000000
Digitrad Communications,mobile,closed,2500000
Lysanda,cleantech,operating,17780090
Poptank Studios,games_video,operating,660000
Brainient,advertising,operating,2650000
WebVisible,software,closed,37000000
Unirisx,software,operating,19826901
AT Internet,analytics,operating,13909650
VoaltÃƒÂ©,messaging,operating,1700000
Hypercontext,,operating,235536
KXEN,software,operating,8000000
Genieo Innovation,web,operating,3000000
PitchBook Data,analytics,operating,3800000
UpCompany,web,closed,5730000
Nabi Biopharmaceuticals,biotech,ipo,10000000
Rennovia,biotech,operating,50766866
Primedic,health,operating,6000000
Profex,biotech,operating,15500000
VeriFone,hardware,acquired,17584713
Springpad,enterprise,operating,7320977
Preparis,software,operating,6411000
HX Diagnostics,biotech,closed,7800000
Slicethepie,games_video,operating,4800000
PowerSecure International,cleantech,ipo,25000000
Vapore,hardware,operating,5000000
GovDelivery,software,operating,19700000
Vivisimo,software,acquired,5660000
Captual,software,acquired,24999996
obopay,mobile,operating,144760181
Maestro,games_video,operating,750000
Open Silicon,semiconductor,operating,25050000
ADTZ,advertising,operating,706870
ShowClix,web,operating,4048000
WhiteFence,other,operating,14000000
Handipoints,games_video,operating,800000
eTask.it,software,operating,2700000
CloudMade,enterprise,operating,16297850
Pantech,mobile,operating,76300000
Santur Corporation,hardware,acquired,13000000
Airspan,network_hosting,operating,10000000
Avanzit,software,operating,8370000
Ventiva,manufacturing,operating,9000000
ClearAccess,network_hosting,acquired,6000000
VeriTeQ Corporation,mobile,operating,17750332
Southwest Nanotechnologies,nanotech,operating,3000000
EpiSensor,enterprise,operating,1816440
Phase Focus,medical,operating,6751000
Slime Sandwich,games_video,operating,2750000
Capella Photonics,network_hosting,operating,86505616
Advanced In Vitro Cell Technologies,biotech,acquired,16211800
MedPageToday,software,acquired,2100000
Cash4Gold,ecommerce,operating,35000000
MovingHealth,software,operating,1500000
MultiZona.com,games_video,operating,650000
Path101,web,closed,350000
Wordy,messaging,operating,64000
HitFix,games_video,operating,6800000
Nubli,software,operating,165000
BladeLogic,enterprise,acquired,7000000
Startups,consulting,operating,2300000
Tagorize,web,operating,184845
GFI Software,software,operating,43134351
Causata,software,acquired,15500000
HobbyTalk,web,closed,301105
Ginio.com,search,operating,600000
Milyoni,games_video,operating,14000000
Fios,software,acquired,6500000
Second Porch,real_estate,acquired,1725000
Zeta Interactive,public_relations,operating,2583887
ShrinkTheWeb,enterprise,operating,150000
Neohapsis,enterprise,operating,18447691
tagUin,social,operating,286760
Atlantis,mobile,operating,20000000
ScanCafe,web,operating,4000000
Pearltrees,web,operating,11877860
MicroInvention,software,operating,500000
GenieDB,software,operating,2700000
Validas,mobile,operating,5285000
PayPal,finance,acquired,197000000
Trapster,web,acquired,1700000
Flogs.com,web,operating,2944400
liveBooks,public_relations,operating,5000000
Air Semiconductor,semiconductor,closed,10000000
"LendKey Technologies, Inc.",enterprise,operating,11227288
Mobile Complete,software,operating,12000000
Venafi,software,operating,16000000
TalkPlus,web,closed,5500000
NeighborGoods,web,operating,100000
Saplo,analytics,operating,690000
Epizyme,biotech,ipo,51500000
Threshold Pharmaceuticals,biotech,ipo,55000000
Wevebob,cleantech,operating,4408200
View Inc.,cleantech,operating,199530839
Bluefin Labs,analytics,acquired,20350000
DataSync,software,operating,913038
ThreatMetrix,security,operating,36351387
Telesphere Networks,messaging,operating,34500000
Beyond Commerce,advertising,ipo,500000
3-V Biosciences,biotech,operating,78089000
Vivint,security,operating,565000000
KidZui,web,operating,18400000
Inviragen,biotech,acquired,15000000
Marketocracy,other,operating,16250000
Discretix,software,operating,20000000
Vudu,hardware,acquired,36000000
Direct Flow Medical,medical,operating,40284000
Performable,software,acquired,3000000
Dachis Group,enterprise,operating,37500000
RFinity,mobile,closed,4000000
WorkHound,search,operating,950000
Certify,travel,operating,1900000
Moblica,mobile,closed,6000000
Constellation Pharmaceuticals,biotech,operating,132000000
Amplio Group,finance,operating,22094400
TruTouch Technologies,manufacturing,operating,23062342
Intarcia Therapeutics,biotech,operating,380097291
Shoes of Prey,ecommerce,operating,3050000
Anodyne Health,enterprise,acquired,5600000
Associated Content,web,acquired,21400000
Liquidia Technologies,nanotech,operating,57799994
Total Attorneys,enterprise,operating,15000000
EnglishCentral,education,operating,6477000
Myntra,ecommerce,operating,25000000
Related Content Database (RCDb),software,operating,10000000
JobFlash,search,acquired,5000000
Topio,software,acquired,16000000
Morgan Solar,cleantech,operating,34500000
Tetra Tech,consulting,ipo,69000000
CardioMEMS,medical,operating,119981126
Zebtab,games_video,closed,280000
Liquid Environmental Solutions,cleantech,operating,20000000
Gloucester Pharmaceuticals,biotech,acquired,29000000
Find Invest Grow (FIG),enterprise,operating,508406
SocialGuides,software,operating,20000
Khush,music,acquired,120000
PetMD,web,operating,20000
ViaSat,mobile,ipo,133000000
Bijk.com,network_hosting,operating,169020
Omeros,biotech,ipo,63000000
Echo Global Logistics,enterprise,ipo,17400000
SANpulse Technologies,network_hosting,operating,8069952
Cyclone Power Technologies,cleantech,operating,150000
Attune Systems,hardware,closed,18000000
Kyp,advertising,operating,9100000
Vertex Pharmaceuticals,biotech,ipo,598000000
American Science and Engineering,medical,operating,4500000
Free All Media,games_video,operating,1747500
WhereNet,hardware,acquired,5000000
SprayCool,hardware,acquired,10000000
Kampyle,web,operating,1000000
MondeCafes,hospitality,operating,135668
AuctionPay,web,acquired,5500000
Athletes' Performance,sports,operating,22500000
Todacell,advertising,operating,4350000
Getable,web,operating,3200000
Tap.Me,games_video,acquired,5038868
GeoEye,other,operating,78000000
Kolltan Pharmaceuticals,biotech,operating,80000000
AdvanDx,biotech,operating,10200000
Coherex Medical,medical,operating,16500000
ViVu,messaging,acquired,3000000
Heptares Therapeutics,biotech,operating,21000000
Factual,mobile,operating,27000000
XIHA,games_video,operating,1000000
Asthmatx,biotech,acquired,50000000
Outside.in,web,acquired,14400000
PayEase,software,operating,14500000
Glaxstar,software,operating,4000000
Transactiv,advertising,closed,1200000
Act-On Software,enterprise,operating,30000000
Red Tricycle,web,operating,2643000
Desk,enterprise,acquired,5700000
BioNano Genomics,biotech,operating,44082314
Adconion Media Group,advertising,operating,114000000
BigDoor,advertising,operating,12815000
SeaMicro,network_hosting,acquired,35000000
Space Exploration Technologies,transportation,operating,230435000
Reenergy Electric,cleantech,operating,8800000
Shanghai SynaCast Media,network_hosting,operating,11717309
Cvent,software,ipo,136911999
Qingdao Crystech Coating,hardware,operating,8100000
Skytide,software,operating,6000000
ODEGARD Media Group,advertising,operating,1750000
CopperGate Communications,semiconductor,acquired,14500000
AddThis,advertising,operating,73000000
MyMiniLife,games_video,acquired,430000
Innovalight,cleantech,acquired,41341484
IJJ CORP,,operating,45136
Eventioz,software,acquired,1500000
Centrifuge Systems,analytics,operating,6500000
LikeList,web,closed,5000000
AwayFind,messaging,operating,800000
Saaspoint,enterprise,acquired,2010000
Gecad Technologies,software,operating,2940000
BoardVantage,software,operating,5500000
ProtoStar,games_video,operating,210000000
Neusoft Group,software,operating,40000000
California Stem Cell,biotech,operating,1950000
Preventes.fr,ecommerce,closed,100000
Advebs,software,closed,980000
BroadSoft,software,ipo,42500000
zozi,ecommerce,operating,21300000
Octoshape,hardware,operating,4840000
ProBinder,web,operating,100000
Acetylon Pharmaceuticals,biotech,operating,151250000
Newsy,news,acquired,3500000
Rypple,software,acquired,13000000
Dimdim,web,acquired,8400000
GeekChicDaily,games_video,operating,3000000
Wikibon,enterprise,operating,500000
HouseTrip,travel,operating,59700000
Liftopia,ecommerce,operating,7300000
Netcordia,network_hosting,acquired,13000000
Kyield,analytics,operating,600000
ClearCount Medical Solutions,medical,operating,17650542
Scout Analytics,software,operating,2991652
Reachable,software,operating,17550668
Clinverse,finance,operating,6500000
Lux Biosciences,biotech,operating,76000000
Flexion Therapeutics,biotech,operating,62000000
PopJax,web,operating,4700000
Windlab Systems,cleantech,operating,14000000
AnchorFree,security,operating,62800000
Dropcam,software,operating,47800000
JRapid,enterprise,operating,420000
20x200,ecommerce,operating,2800000
inTarvo,consulting,operating,21900000
Sanovia Corporation,biotech,operating,12100000
Acheive CCA,consulting,operating,5000000
HealthMedia,consulting,acquired,3000000
Chronicity,consulting,closed,19550000
Revolution Analytics,analytics,operating,30195398
Tracked.com,web,closed,11500000
Tanner Research,semiconductor,operating,1000000
Currensee,finance,operating,18800000
Inspired Technologies,medical,closed,5400000
Zend Technologies,software,operating,44000000
SetJam,web,acquired,440000
Location Labs,mobile,operating,25800000
LeftRight Studios,games_video,operating,25000
Vivo,advertising,operating,25000
Zipano,security,closed,25000
NavPrescience,hardware,operating,25000
AJAX Street,web,operating,25000
Canesta,hardware,acquired,34000000
Sleek Audio,hardware,operating,285000
Probe Scientific,medical,operating,1600000
ValenTx,medical,operating,20300000
Adamas Pharmaceuticals,biotech,operating,82000000
Curemark,biotech,operating,31042000
GlycoMimetics,biotech,ipo,38000000
Neo Technology,analytics,operating,24100000
Just-Eat.com,hospitality,operating,129400000
PermissionTV,games_video,closed,9000000
Innovative Silicon,other,closed,72000000
OZON.ru,ecommerce,operating,121000000
FilesX,enterprise,acquired,7500000
Joincube.com,software,operating,50000
OrangeSoda,advertising,acquired,7500000
CreatiVasc Medical,,operating,5000000
Aternity,enterprise,operating,25500000
Networked Insights,analytics,operating,38400000
Allmyapps,web,operating,1281800
MyEnergy,web,acquired,4000000
Hotlist,social,closed,1449998
RedSeal Networks,software,operating,39100000
Optimal,advertising,acquired,7600000
Hot Potato,social,acquired,1420000
Quality Technology Services,network_hosting,operating,25000000
ChipIn,web,operating,6158540
Netpulse,news,operating,20700000
MetraTech,software,operating,30000000
Safeguard Scientifics,finance,ipo,10000000
Agari Data,security,operating,7500000
Rocketboom,news,operating,1500000
MPSTOR,software,operating,2210000
CustomMade,ecommerce,operating,25650000
CyberDefender,security,ipo,1789700
ScanSafe,security,acquired,28500000
Razer,games_video,operating,50000000
Cloud Engines,enterprise,operating,32253180
Chango,advertising,operating,18628333
Rockstar Solos,games_video,operating,10000
PlastiPure,cleantech,operating,1100000
Varicent Software,enterprise,acquired,35000000
PowerCell Sweden,cleantech,operating,8600000
TransNet,software,operating,700000
Genmab,biotech,operating,157000000
MEMC Electronic Materials,semiconductor,ipo,93329093
Neuronetics,biotech,operating,60271500
Daktari Diagnostics,biotech,operating,22800000
Endosense,medical,operating,80600000
Ensphere Solutions,semiconductor,operating,4000000
Organic Motion,software,operating,9649999
Evolva,biotech,operating,43500000
Fly Media,public_relations,operating,1100000
Giftango,mobile,acquired,6400000
Nabriva Therapeutics,biotech,operating,22000000
PlayHaven,mobile,operating,9000000
Sundrop Mobile,advertising,acquired,900000
WallStrip,games_video,acquired,600000
Godengo,advertising,operating,16953708
GreenPeak Technologies,semiconductor,operating,30110000
Virdante Pharmaceuticals,biotech,operating,60075000
Cytoo,biotech,operating,14700000
Omaha,,operating,5500000
Renewable Funding,cleantech,operating,12200000
Computime,consulting,operating,2000000
Superior Global Solutions,software,operating,6000000
GroupSystems.com,software,operating,1000000
Mayomi,enterprise,operating,50000
StageBloc,web,operating,110000
iCrossing,public_relations,acquired,62000000
PrimeraDx,biotech,operating,20000000
Micell Technologies,biotech,operating,22300055
Whirlpool,hardware,operating,19330000
Sleep Solutions,medical,closed,20000000
Gamma Medica-Ideas,medical,closed,14000000
Insider Pages,web,acquired,8500000
Panelfly,mobile,operating,1210000
Ticketfly,enterprise,operating,37000000
Mytopia,games_video,acquired,3500000
Cubicl,web,closed,130000
Humedica,health,acquired,63000000
PagerDuty,mobile,operating,12600000
"2nd Story Software, Inc.",software,acquired,85000000
eSilicon,semiconductor,operating,25125000
Sonicbids,other,acquired,4500000
Celladon,biotech,operating,126513496
Quanta Fluid Solutions,medical,operating,14300000
Calypso Medical,medical,acquired,57500000
Virtual Ports,medical,operating,3700000
VitaPath Genetics,biotech,operating,20228478
Link_A_ Media,network_hosting,acquired,40000000
Verdezyne,biotech,operating,12000000
The Daily Caller,news,operating,3000000
ASSIA,software,operating,52344067
Probiodrug,biotech,operating,73422000
OpenX,advertising,operating,75511200
Soluto,software,acquired,18000000
Magento,ecommerce,acquired,22500000
Netbooks,web,operating,16156028
Altruik,search,operating,8300000
Indicee,software,operating,6000000
Workstreamer,enterprise,closed,3500000
MusicXray,music,operating,2000000
GotVoice,mobile,acquired,3000000
SlideShare,web,acquired,3000000
Inspivia,web,operating,30000
Moovweb,mobile,operating,16700000
AOL,web,ipo,1000000000
TV TubeX,games_video,operating,10000
Bellicum Pharmaceuticals,biotech,operating,33950000
Global Integrity,nonprofit,operating,2400000
Devtap,search,closed,2600000
GoCrossCampus,games_video,operating,375000
Facet Solutions,medical,operating,22223125
Viacor,biotech,closed,19009671
Litebi,enterprise,operating,748550
Acumatica,enterprise,operating,10000000
McKinstry Reklaim,other,operating,9800000
Personal Web Systems,software,closed,1200000
Progressive Book Club,social,closed,1600000
CHF Technologies,medical,operating,360000
Accumulate,mobile,operating,12050000
Limelight Networks,network_hosting,ipo,5000000
Soloingles.com Internacional,other,operating,250000
Chomp,mobile,acquired,2565000
Constant Contact,messaging,ipo,3659714
Green Dot Corporation,other,ipo,33000000
Geodynamics,cleantech,operating,90000000
VerticalResponse,software,acquired,4417566
Spry Hive Industries,software,operating,100000
Landis+Gyr,cleantech,acquired,265000000
Light Sciences Oncology,biotech,operating,139511674
Responsys,software,ipo,51900000
ShowNearby,web,operating,4170000
Judys Book,search,operating,10500000
Pikum,games_video,acquired,5920000
Phonethics Mobile Media,advertising,operating,200000
Quelle Energie,consulting,operating,718450
Werkadoo,other,closed,200000
LinkSmart,advertising,operating,9700000
Cambrios Technologies,nanotech,operating,44806769
NovaRay Medical,medical,operating,5900000
Endomondo,health,operating,3100000
BackupAgent,software,operating,2000000
Snapfish,network_hosting,acquired,43500000
RPO,hardware,closed,44000000
PaxVax,biotech,operating,61606472
CymaBay Therapeutics,biotech,operating,72433640
Cloud Sherpas,enterprise,operating,43300000
Trinity Biosystems,biotech,closed,28500000
Spinal Modulation,medical,operating,111270388
eMarketer,advertising,operating,25000000
Satori Pharmaceuticals,medical,operating,47000000
Teranode,software,closed,10400000
Veratect,biotech,closed,4200000
Site9,software,operating,1650000
BallLogic,hardware,operating,100000
Integrated Diagnostics,biotech,operating,40000000
Rdio,music,operating,17500000
The Grommet,news,operating,5708020
Hamilton Thorne,hardware,operating,5200000
Affectiva,analytics,operating,21899999
CLEARme,security,operating,116400000
Putney,biotech,operating,27700000
Plex Systems,software,operating,36000000
Gigoptix,semiconductor,operating,18066941
"LifeSize, a Division of Logitech",public_relations,acquired,42500000
Ocean Power Technologies,cleantech,ipo,60940000
Legendary Pictures,games_video,operating,40000000
MediaMogul,software,operating,1000000
Flowdock,messaging,acquired,650000
babbel,education,operating,10000000
Vandas Group,software,operating,100000
Parature,software,operating,29500000
Vertical Brands,web,operating,14999999
Akamedia,games_video,operating,2000000
Arrowsight,manufacturing,operating,6750000
Solarus,cleantech,operating,300000
XtremIO,enterprise,acquired,19000000
WorkCast,software,operating,1380000
Personera,social,operating,1534000
Altair Therapeutics,biotech,closed,17000000
Ortho Kinematics,biotech,operating,8105004
Cellerix,biotech,closed,115577500
Braintech,software,closed,3000000
Pulmatrix,biotech,operating,73900000
Velomedix,biotech,operating,19000000
ibeatyou,games_video,acquired,1000000
Etelos,enterprise,closed,4087500
Wooga,games_video,operating,32200000
kissnofrog,web,operating,881500
7digital,music,operating,20100000
Credit Coach,software,closed,1000000
Panoramic Power,cleantech,operating,12500000
Illume Software,software,closed,5770000
Inmagic,enterprise,operating,7000000
Augmenix,medical,operating,24100000
CorNova,biotech,operating,5385000
Cequent Pharmaceuticals,biotech,operating,12400000
Rypos,cleantech,operating,11150000
Yidio,games_video,operating,350000
Mintera,hardware,operating,87150000
Doxo,network_hosting,operating,15250000
Fashion & You,fashion,operating,48000000
Cyntellect,biotech,closed,24500000
IMImobile,mobile,operating,26000000
Alamak Espana Trade,other,closed,6000000
Affinity Circles,web,operating,5540000
Loladex,search,operating,350000
Mophie,hardware,acquired,1000000
Enroute Systems,software,operating,2642814
Powerhouse Dynamics,cleantech,operating,5491014
Echo Therapeutics,biotech,ipo,26459000
Zenph,web,operating,10909952
ECOtality,cleantech,operating,130300000
Iconfinder,search,operating,165000
Intent,web,operating,250000
Jongla,mobile,operating,3355720
Sensr.net,enterprise,operating,1500000
Bandwidth,network_hosting,operating,20500000
AdsWizz,advertising,operating,2973600
MobiKwik,web,operating,250000
California Institute for Quantitative Biosciences,biotech,operating,7500000
Meniga,software,operating,6500000
Movinto Fun,games_video,operating,489229
Miso,mobile,acquired,5500000
roomlinx,network_hosting,operating,3000000
Campus Direct,web,operating,3500000
RockLive,social,operating,2700000
TimeSight Systems,security,operating,6049170
Fate Therapeutics,biotech,ipo,78188360
Swipely,finance,operating,20500000
Call Britannia,consulting,operating,1700000
SevenLunches,messaging,operating,291
Teknovus,semiconductor,acquired,62600000
Global Analytics,analytics,operating,40000000
Patagonia Health Medical and Behavioral Health EHR,software,operating,160000
Evidon,analytics,operating,9500000
JavaJobs,software,closed,50000
CyberHeart,medical,operating,15765989
WebCollage,software,operating,19607880
Swap.com / Netcycler,ecommerce,operating,1500000
Opality,network_hosting,operating,149218
Spikes Cavell & Co,analytics,operating,7966841
Glyde,ecommerce,operating,27000000
Yoox Group,ecommerce,ipo,5800000
Quorum,enterprise,operating,36300000
NextImage Medical,medical,operating,5000000
Cogenta Systems,analytics,operating,1340000
Entellus Medical,medical,operating,92000000
Sinapis Pharma,biotech,operating,821163
WorkSimple,social,operating,250000
Mahalo,web,operating,21000000
Kickball Labs,web,operating,2200000
Qunar.com,ecommerce,ipo,388000000
Scalado,software,acquired,656000
Lymbix,analytics,operating,3798069
AppointmentCity,web,operating,800000
IPWireless,mobile,acquired,31580000
Intune Networks,network_hosting,operating,50250000
Active Storage,enterprise,operating,16200000
Stemina Biomarker Discovery,biotech,operating,2600000
AppTap,mobile,operating,9921168
NicOx,biotech,ipo,149000000
Zeno Corporation,health,operating,48000000
Ready Financial Group,finance,operating,7000000
Cardiola,biotech,operating,6000000
Prodea Systems,software,operating,55830954
GettingHired,software,operating,3000000
YippeeO Internet Marketing Solutions,advertising,operating,2000000
Wikimedia Foundation,nonprofit,operating,74000000
IMVU,web,operating,29000000
Clearwell Systems,software,acquired,29000000
BigDeal,web,closed,4500000
GOSO,advertising,operating,750000
Lightspeed Genomics,biotech,operating,5082474
Agencyport Software,software,acquired,1171300
Pro-Tech Industries,hardware,operating,1600000
ShoeDazzle,fashion,acquired,66000000
Ligon Discovery,biotech,operating,1000000
Sequans Communications,semiconductor,operating,9270000
TVDeck,web,closed,250000
Pressure BioSciences,biotech,ipo,6525720
Digital Railroad,web,closed,15200000
UmBio,software,operating,1187933
Storspeed,software,closed,13000000
Twiigg,search,operating,25000
Techstars,finance,operating,34000000
Hillcrest Labs,software,operating,9542562
FreshPlanet,games_video,operating,1500000
Like.com,ecommerce,acquired,47300000
ImmunoGen,biotech,operating,26000000
Activaero,biotech,operating,22585000
Corindus,manufacturing,operating,4700000
Agrivida,biotech,operating,19000000
Become,search,operating,37200000
SeeClickFix,web,operating,1500000
MyFit,health,operating,1000000
Lighter Living,health,operating,3100000
Woods Hole Oceanographic Institute,nonprofit,operating,13600000
ZapMe,mobile,operating,40000
Infoblox,public_relations,ipo,30000000
ThirdPresence,mobile,operating,800000
BlueCat Networks,enterprise,operating,27800000
ADMETA,advertising,operating,5000000
WorkSnug,mobile,operating,179690
NewsBasis,public_relations,closed,545000
noodls,search,operating,1264400
WinBuyer,software,closed,6900000
ROAM Data,mobile,operating,41500000
ClearMomentum,software,operating,1000000
Leostream,software,operating,5000000
Root Metrics,mobile,operating,5893063
madKast,web,acquired,315000
TeamSnap,mobile,operating,4360000
GrantAdler,medical,closed,100000
hField Technologies,software,operating,70000
Penn Truss Systems,other,operating,50000
Store Eyes,other,operating,1000000
enavu,consulting,operating,50000
Force-A,hardware,operating,5100000
Third Solutions,software,operating,3744675
TransactionTree,software,operating,185000
Nexx Systems,semiconductor,acquired,15247925
Visualant,semiconductor,ipo,8906842
Receptos,biotech,operating,65806610
Ironwood Pharmaceuticals,medical,ipo,225000000
Sun Catalytix,cleantech,operating,18500000
Handango,mobile,acquired,60500000
YourTeamOnline,games_video,closed,43180
CartMomo,ecommerce,operating,25000
Weplay,web,acquired,12970000
BlueBox Group,,operating,1500000
Business Insider,web,operating,18600000
MindBites,web,operating,1000000
SafetyWeb,enterprise,acquired,8750000
The Echo Nest,music,operating,25609989
Akvo,cleantech,operating,2444718
Oxagen,biotech,operating,26700000
Zokem,mobile,acquired,2388400
SantoSolve,biotech,operating,12500000
Nival,games_video,operating,18000000
Bubbly,mobile,operating,45000000
Thumbtack,web,operating,18200000
Quinnova Pharmaceuticals,biotech,operating,17400000
Amonix,cleantech,operating,169400000
SustainX,cleantech,operating,24000000
ReaMetrix,biotech,operating,2100000
Ayalogic,games_video,closed,505000
BeInSync,network_hosting,acquired,8000000
Calibra Medical,biotech,acquired,19800000
Oxford Immunotec,medical,ipo,106550011
Beacon Power,cleantech,ipo,24000000
Phoenix Technologies,software,acquired,20300000
Fina Technologies,analytics,operating,4500000
CloudFlare,enterprise,operating,22050000
Nirvanix,enterprise,closed,70000000
MarginLeft,web,closed,13300
Zemanta,web,operating,7350000
Sport Ngin,software,operating,9500000
Perfect Market,software,operating,30600000
iYogi,hardware,operating,57600000
Greendizer,enterprise,operating,696300
iovation,security,operating,15000000
InternetVista,software,operating,213000
SemiSouth Laboratories,semiconductor,closed,39000000
Barnes & Noble,ecommerce,ipo,300000000
WebMarketing Group,advertising,operating,825800
Pronota,biotech,operating,34535600
In Motion Technology,mobile,operating,5639000
Xigen,biotech,operating,41000000
EraGen Biosciences,biotech,acquired,12000000
TriVascular,medical,operating,255000000
Kreatech Diagnostics,biotech,acquired,5700000
Pivot3,hardware,operating,112437500
EndoGastric Solutions,medical,operating,125250914
eCommera,software,operating,10410000
Hematris Wound Care,biotech,closed,3000000
Neos Therapeutics,biotech,operating,37654505
Babelway,enterprise,operating,854343
Biosystem Development,biotech,acquired,3978000
Utility and Environmental Solutions,cleantech,operating,658000
Terapio,biotech,operating,6700000
Wireless Tech,public_relations,operating,1250000
Heliatek,cleantech,operating,27000000
Working Equity,other,closed,5000000
ELARA Pharmaceuticals,biotech,operating,6910000
Calhoun Vision,medical,operating,22390917
"University of California, San Francisco",education,operating,9450000
OkBuy.com,ecommerce,operating,27000000
Totsy,ecommerce,operating,52223204
RadiumOne,advertising,operating,33500000
CyrusOne,network_hosting,acquired,150000000
Crescendo Bioscience,biotech,operating,129000000
BAE Systems,manufacturing,operating,83700000
LoraxAg,cleantech,closed,4500000
Horizon Data Center Solutions,consulting,operating,18652584
WhoseView.ie,web,operating,169152
Lumexis,games_video,operating,15000000
Covagen,biotech,operating,87700000
Bango,mobile,ipo,10200000
CompuPay,software,operating,20000000
Vive Nano,nanotech,operating,3800000
Worldly Developments,software,operating,800000
Conecta 2,consulting,closed,15000
Glassdoor,web,operating,91500000
Corona Labs,mobile,operating,3000000
Akonni Biosystems,biotech,operating,10327919
Diamond Microwave Devices,semiconductor,operating,2160000
KartMe,web,operating,185000
Xirrus,mobile,operating,95850000
Hepa Wash,medical,operating,7360000
Nano ePrint,hardware,closed,963000
Makoondi,web,operating,29728
Intelliject,biotech,operating,15000000
Sanswire,hardware,ipo,1225000
Molecular Detection,biotech,operating,8100000
ThermalTherapeuticSystems,medical,closed,3508462
Branders.com,ecommerce,operating,5448993
ShopIgniter,social,operating,11000000
Contour Semiconductor,semiconductor,operating,23999888
Zigmo,web,operating,5000000
Broadband Voice,network_hosting,operating,80000
Bramasol,software,operating,7000000
Active Implants,biotech,operating,86131666
ACS Global,biotech,ipo,3162000
CaptiveMotion,games_video,operating,500000
Next 1 Interactive,news,operating,1140000
Streyner,web,operating,13000
Vokle,messaging,operating,767000
PTC Therapeutics,biotech,ipo,177100000
ki work,network_hosting,operating,761409
VisibleGains,messaging,operating,2500000
Cedar Point Communications,enterprise,acquired,17000000
Panraven,travel,operating,2700000
Laser Light Engines,manufacturing,operating,34500000
Accendo Technologies,software,operating,1560000
Pressflip,web,closed,110000
ZEFR,enterprise,operating,28927919
Digicompanion,software,closed,2290000
ThinAir Wireless,software,operating,108000
Boundless Network,advertising,operating,9000000
Complex Media,games_video,operating,39533695
Solaria,cleantech,operating,102000000
GlassPoint Solar,cleantech,operating,33736464
Kalypto Medical,medical,operating,8375000
Clario Medical Imaging,software,operating,6343501
Game Trust,software,acquired,9000000
Open Labs,music,operating,2100000
iMusica,ecommerce,operating,3000000
Blade Games World,games_video,closed,5926462
Ecosia,search,operating,21471
GENBAND,network_hosting,operating,394462863
Burstly,analytics,operating,7300000
Quantum Group,health,operating,30000
Mesh Systems,software,operating,2700000
Parabel,cleantech,operating,3000000
KLD Energy Technologies,cleantech,operating,14521878
Curetis,biotech,operating,49564920
Movetis,biotech,acquired,191229400
AIKO Biotechnology,biotech,operating,850000
Teladoc,health,operating,46600004
Soundtracker,music,operating,2200000
Horizon Wind Energy,cleantech,acquired,318000000
CRS Reprocessing Services,manufacturing,operating,12000000
Epic Production Technologies,games_video,closed,1500000
TPI Composites,cleantech,operating,26000000
Apnex Medical,medical,closed,44000000
Friends Around,mobile,closed,1000000
OraMetrix,other,operating,15274169
RealBio Technology,biotech,operating,1609750
Datacraft Solutions,software,operating,4000000
"RetailMeNot, Inc.",web,acquired,299500000
HistoRx,biotech,acquired,5760546
Rezolve,finance,operating,500000
ParkWhiz,software,operating,2000000
SurIDx,software,operating,3870500
eASIC,semiconductor,operating,130616000
Tower Vision,network_hosting,operating,300000000
Movik Networks,mobile,operating,44000000
Numonyx,semiconductor,acquired,150000000
Genesis Networks,network_hosting,acquired,22165091
Directworks,enterprise,operating,2000000
Access Northeast,network_hosting,acquired,1999998
Las Vegas From Home.com Entertainment,games_video,operating,713550
Wortal,web,operating,2000000
PurposeEnergy,cleantech,operating,1816952
M86 Security,security,acquired,14876523
XATA,software,ipo,30000000
Mimoco,hardware,operating,1500000
Grocio,web,operating,1375000
Reflect Systems,software,operating,9000000
Red Bend Software,mobile,operating,20000000
Dwolla,software,operating,22805000
Scrybe,enterprise,operating,1309000
Collaborative Software Initiative,enterprise,operating,5263456
OrangeSlyce,web,operating,12000
Volantis Systems,software,acquired,7500000
uchoose,web,operating,1395439
Dartfish,web,operating,3500000
Livefyre,enterprise,operating,20300000
Wombat Security Technologies,software,operating,815000
Realtime Worlds,games_video,operating,82750000
